Men,Gold,Argentina,Mexico,Brazil
Men,Silver,Nigeria,Brazil,Germany
Men,Bronze,Brazil,South Korea,Nigeria
Women,Gold,United States,United States,Germany
Women,Silver,Brazil,Japan,Sweden
Women,Bronze,Germany,Canada,Canada
