Women,Gold,Germany,Lithuania,Australia
Women,Silver,Great Britain,Great Britain,France
Women,Bronze,Belarus,Brazil,Poland
Men,Gold,Russia,Czech Republic,Russia
Men,Silver,Lithuania,China,Ukraine
Men,Bronze,Lithuania,Hungary,Mexico
