Men,Gold,United States,United States,United States
Men,Silver,Spain,Spain,Serbia
Men,Bronze,Argentina,Russia,Spain
Women,Gold,United States,United States,United States
Women,Silver,Australia,France,Spain
Women,Bronze,Russia,Australia,Serbia
